          10   4.22253425026456     
          20   3.97426027476310     
          30   3.32397265288434     
          40   2.83686496724917     
          50   2.50892984830288     
          60   2.28305938303600     
          70   2.11965338034688     
          80   1.99580850321989     
          90   1.89840330596041     
         100   1.81960579512381     
         110   1.75448124681313     
         120   1.69975481134039     
         130   1.65315436717885     
         140   1.61304477700243     
         150   1.57821360464536     
         160   1.54773938305800     
         170   1.52090715120113     
         180   1.49715232450764     
         190   1.47602224564268     
         200   1.45714915620808     
         210   1.44023076825594     
         220   1.42501602414604     
         230   1.41129447843646     
         240   1.39888825856349     
         250   1.38764589392302     
         260   1.37743752003109     
         270   1.36815110910526     
         280   1.35968947671305     
         290   1.35196788211650     
         300   1.34491208770844     
         310   1.33845677698876     
         320   1.33254425512975     
         330   1.32712337417116     
         340   1.32214863819310     
         350   1.31757945376157     
         360   1.31337949844917     
         370   1.30951618595227     
         380   1.30596021071864     
         390   1.30268515840168     
         400   1.29966717111109     
         410   1.29688465851573     
         420   1.29431804750320     
         430   1.29194956441413     
         440   1.28976304492033     
         450   1.28774376746219     
         460   1.28587830684652     
         470   1.28415440516335     
         480   1.28256085763644     
         490   1.28108741139660     
         500   1.27972467547638     
         510   1.27846404058031     
         520   1.27729760739845     
         530   1.27621812240862     
         540   1.27521892026213     
         550   1.27429387197316     
         560   1.27343733823824     
         570   1.27264412730176     
         580   1.27190945686001     
         590   1.27122891956134     
         600   1.27059845171539     
         610   1.27001430487264     
         620   1.26947301997597     
         630   1.26897140382190     
         640   1.26850650759958     
         650   1.26807560730219     
         660   1.26767618582859     
         670   1.26730591661331     
         680   1.26696264864044     
         690   1.26664439271255     
         700   1.26634930885927     
         710   1.26607569478210     
         720   1.26582197524267     
         730   1.26558669231080     
         740   1.26536849639712     
         750   1.26516613800233     
         760   1.26497846012154     
         770   1.26480439124824     
         780   1.26464293892731     
         790   1.26449318381147     
         800   1.26435427417940     
         810   1.26422542087781     
         820   1.26410589265283     
         830   1.26399501183942     
         840   1.26389215037997     
         850   1.26379672614584     
         860   1.26370819953786     
         870   1.26362607034391     
         880   1.26354987483319     
         890   1.26347918306899     
         900   1.26341359642286     
         910   1.26335274527460     
         920   1.26329628688392     
         930   1.26324390342047     
         940   1.26319530014021     
         950   1.26315020369702     
         960   1.26310836057928     
         970   1.26306953566192     
         980   1.26303351086533     
         990   1.26300008391307     
        1000   1.26296906718088     
