  0.0000000E+00  -21.7599999999995     
  2.5641026E-02  -21.7451947614811     
  5.1282052E-02  -21.7066617818064     
  7.6923080E-02  -21.6535385855925     
  0.1025641      -21.5945070376002     
  0.1282051      -21.5372137053263     
  0.1538462      -21.4880190591174     
  0.1794872      -21.4518609821644     
  0.2051282      -21.4322172550543     
  0.2307692      -21.4311233255680     
  0.2564103      -21.4492526620112     
  0.2820513      -21.4860460357336     
  0.3076923      -21.5398817622484     
  0.3333333      -21.6081924567172     
  0.3589744      -21.6881543698473     
  0.3846154      -21.7765318446352     
  0.4102564      -21.8700318918007     
  0.4358974      -21.9657276257350     
  0.4615385      -22.0611928920734     
  0.4871795      -22.1547682373141     
  0.5128205      -22.2453500127169     
  0.5384616      -22.3320114750253     
  0.5641026      -22.4146618613715     
  0.5897436      -22.4932986652047     
  0.6153846      -22.5676225359551     
  0.6410257      -22.6375078397703     
  0.6666667      -22.7030621563670     
  0.6923077      -22.7640829561185     
  0.7179487      -22.8203738785458     
  0.7435898      -22.8719095097790     
  0.7692308      -22.9185419323917     
  0.7948718      -22.9608883819040     
  0.8205128      -22.9983469653374     
  0.8461539      -23.0294726823343     
  0.8717949      -23.0571122719684     
  0.8974359      -23.0796678834410     
  0.9230769      -23.0968577786338     
  0.9487180      -23.1090351661374     
  0.9743590      -23.1161238543125     
   1.000000      -23.1178274705264     
